Text Editing,Move Lines Up,Alt+Up,Editing Text,org.eclipse.ui.edit.text.moveLineUp
Edit,Undo,Ctrl+Z,In Dialogs and Windows,org.eclipse.ui.edit.undo
Server,Stop,Ctrl+Alt+S,In Servers View,org.eclipse.wst.server.stop
Edit,Select Enclosing Element,Alt+Shift+Up,Editing in Structured Text Editors,org.eclipse.wst.sse.ui.structure.select.enclosing
File,Refresh,F5,In Windows,org.eclipse.ui.file.refresh
Run/Debug,Run,Ctrl+F11,In Windows,org.eclipse.debug.ui.commands.RunLast
Navigate,Quick Outline,Ctrl+O,Editing in Structured Text Editors,org.eclipse.wst.sse.ui.quick_outline
Source,Toggle Comment,Ctrl+7,Editing JavaScript Source,org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment
Run/Debug,Run JUnit Test,"Alt+Shift+X, T",In Windows,org.eclipse.jdt.junit.junitShortcut.run
Search,Find Text in Workspace,Ctrl+Alt+G,In Windows,org.eclipse.search.ui.performTextSearchWorkspace
Navigate,Open Declaration,F3,In Windows,org.eclipse.jdt.ui.edit.text.java.open.editor
Text Editing,Collapse All,Ctrl+Shift+Numpad_Divide,Editing Text,org.eclipse.ui.edit.text.folding.collapse_all
Window,Find Actions,Ctrl+3,In Windows,org.eclipse.ui.window.quickAccess
Navigate,Open Type,Ctrl+Shift+T,In Windows,org.eclipse.jdt.ui.navigate.open.type
Text Editing,Delete to End of Line,Ctrl+Shift+Delete,Editing Text,org.eclipse.ui.edit.text.delete.line.to.end
Edit,Open Selection,F3,Editing in Structured Text Editors,org.eclipse.wst.sse.ui.open.file.from.source
Run/Debug,New Rendering,Ctrl+N,In Memory View,org.eclipse.debug.ui.commands.newRendering
Run/Debug,Debug Eclipse Application,"Alt+Shift+D, E",In Windows,org.eclipse.pde.ui.runtimeWorkbenchShortcut.debug
Search,Declaration in Workspace,Ctrl+G,JavaScript View,org.eclipse.wst.jsdt.ui.edit.text.java.search.declarations.in.workspace
Text Editing,Line Start,Home,Editing Text,org.eclipse.ui.edit.text.goto.lineStart
Source,Quick Assist - Assign to var,"Ctrl+2, F",Editing JavaScript Source,org.eclipse.wst.jsdt.ui.correction.assignToField.assist
Navigate,Previous Edit Location,Ctrl+Alt+Left,In Windows,org.eclipse.ui.edit.text.gotoLastEditPosition
File,Print,Ctrl+P,In Windows,org.eclipse.ui.file.print
Views,Show View,"Alt+Shift+Q, Q",In Windows,org.eclipse.ui.views.showView
Views,Show View (Breakpoints),"Alt+Shift+Q, B",In Windows,org.eclipse.ui.views.showView
Source,Quick Assist - Rename in file,"Ctrl+2, R",Editing Java Source,org.eclipse.jdt.ui.correction.renameInFile.assist
Text Editing,Previous Word,Ctrl+Left,Editing Text,org.eclipse.ui.edit.text.goto.wordPrevious
Source,Quick Assist - Assign to local variable,"Ctrl+2, L",Editing JavaScript Source,org.eclipse.wst.jsdt.ui.correction.assignToLocal.assist
Terminal Commands,Open Local Terminal on Selection,Ctrl+Alt+T,In Windows,org.eclipse.tm.terminal.connector.local.command.launch
Source,Add Block Comment,Ctrl+Shift+/,Editing JavaScript Source,org.eclipse.wst.jsdt.ui.edit.text.java.add.block.comment
Views,Refresh View (Gradle Tasks),F5,In Gradle Tasks View,org.eclipse.buildship.ui.commands.refreshtaskview
Edit,Matching Tag,Ctrl+Shift+>,Editing in Structured Text Editors,org.eclipse.wst.xml.ui.gotoMatchingTag
Text Editing,Insert Line Below Current Line,Shift+Enter,Editing Text,org.eclipse.ui.edit.text.smartEnter
Run/Debug,Run on Server,"Alt+Shift+X, R",In Windows,org.eclipse.wst.server.launchShortcut.run
Source,Toggle Comment,Ctrl+/,Editing JavaScript Source,org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment
Window,Next Editor,Ctrl+F6,In Windows,org.eclipse.ui.window.nextEditor
TM4E Language Configuration,Remove Block Comment,Ctrl+Shift+\,Editing Text,org.eclipse.tm4e.languageconfiguration.removeBlockCommentCommand
Text Editing,Text End,Ctrl+End,Editing Text,org.eclipse.ui.edit.text.goto.textEnd
Text Editing,Copy Lines,Ctrl+Alt+Down,Editing Text,org.eclipse.ui.edit.text.copyLineDown
Source,Toggle Mark Occurrences,Alt+Shift+O,Editing JavaScript Source,org.eclipse.wst.jsdt.ui.edit.text.java.toggleMarkOccurrences
Run/Debug,Run Java Applet,"Alt+Shift+X, A",In Windows,org.eclipse.jdt.debug.ui.javaAppletShortcut.run
Terminal view commands,Terminal view insert,Alt+V,Terminal Typing Connected,org.eclipse.tm.terminal.command1
Text Editing,Zoom In,Ctrl++,Editing Text,org.eclipse.ui.edit.text.zoomIn
Edit,Toggle Word Wrap,Alt+Shift+Y,Editing Text,org.eclipse.ui.edit.text.toggleWordWrap
Terminal view commands,Terminal view insert,Alt+L,Terminal Typing Connected,org.eclipse.tm.terminal.command1
Run/Debug,Run Maven Build,"Alt+Shift+X, M",In Windows,org.eclipse.m2e.core.pomFileAction.run
Refactor - Java,Extract Local Variable,Alt+Shift+L,In Windows,org.eclipse.jdt.ui.edit.text.java.extract.local.variable
Run/Debug,Use Step Filters,Shift+F5,In Windows,org.eclipse.debug.ui.commands.ToggleStepFilters
Edit,Remove Block Comment,Ctrl+Shift+\,Editing in Structured Text Editors,org.eclipse.wst.sse.ui.remove.block.comment
Run/Debug,Debug on Server,"Alt+Shift+D, R",In Windows,org.eclipse.wst.server.launchShortcut.debug
Text Editing,Next Word,Ctrl+Right,Editing Text,org.eclipse.ui.edit.text.goto.wordNext
Source,Open Declaration,F3,Editing Ant Buildfiles,org.eclipse.ant.ui.open.declaration.command
Source,Quick Assist - Assign to local variable,"Ctrl+2, L",Editing Java Source,org.eclipse.jdt.ui.correction.assignToLocal.assist
Window,Next View,Ctrl+F7,In Windows,org.eclipse.ui.window.nextView
Manifest Editor Source,Format Source,Ctrl+Shift+F,PDE editor,org.eclipse.pde.ui.edit.text.format
Terminal view commands,Terminal view insert,Alt+R,Terminal Typing Connected,org.eclipse.tm.terminal.command1
Views,Show View (Error Log),"Alt+Shift+Q, L",In Windows,org.eclipse.ui.views.showView
Run/Debug,Debug,F11,In Windows,org.eclipse.debug.ui.commands.DebugLast
Text Editing,Scroll Line Up,Ctrl+Up,Editing Text,org.eclipse.ui.edit.text.scroll.lineUp
Run/Debug,Debug JUnit Test,"Alt+Shift+D, T",In Windows,org.eclipse.jdt.junit.junitShortcut.debug
Navigate,Open Structure,Ctrl+F3,Editing JavaScript Source,org.eclipse.wst.jsdt.ui.navigate.java.open.structure
Run/Debug,Step Into Selection,Ctrl+F5,Debugging,org.eclipse.jdt.debug.ui.commands.StepIntoSelection
Views,Show View (Console),"Alt+Shift+Q, C",In Windows,org.eclipse.ui.views.showView
Run/Debug,Run Spring Boot App,"Alt+Shift+X, B",In Windows,org.springsource.ide.eclipse.boot.BootLaunchShortcut.run
Views,Show View,"Alt+Shift+Q, D",In Windows,org.eclipse.ui.views.showView
Run/Debug,Run to Line,Ctrl+R,Debugging,org.eclipse.debug.ui.commands.RunToLine
Text Editing,Text Start,Ctrl+Home,Editing Text,org.eclipse.ui.edit.text.goto.textStart
Text Editing,Show Tooltip Description,F2,Editing Text,org.eclipse.ui.edit.text.showInformation
Source,Toggle Comment,Ctrl+Shift+C,Editing Java Source,org.eclipse.jdt.ui.edit.text.java.toggle.comment
Navigate,Forward History,Alt+Right,In Windows,org.eclipse.ui.navigate.forwardHistory
Terminal view commands,Terminal view insert,Alt+A,Terminal Typing Connected,org.eclipse.tm.terminal.command1
File,Rename,Alt+Shift+R,In Windows,org.eclipse.ui.edit.rename
Text Editing,Toggle Folding,Ctrl+Numpad_Divide,Editing Text,org.eclipse.ui.edit.text.folding.toggle
Terminal view commands,Terminal view insert,Alt+E,Terminal Typing Connected,org.eclipse.tm.terminal.command1
Navigate,Open External JSDoc,Shift+F2,JavaScript View,org.eclipse.wst.jsdt.ui.edit.text.java.open.external.javadoc
Views,Show View (History),"Alt+Shift+Q, Z",In Windows,org.eclipse.ui.views.showView
Navigate,Quick Outline,Ctrl+O,PDE editor,org.eclipse.pde.ui.quickOutline
Edit,Select All,Ctrl+A,In Dialogs and Windows,org.eclipse.ui.edit.selectAll
Text Editing,Expand All,Ctrl+Numpad_Multiply,Editing Text,org.eclipse.ui.edit.text.folding.expand_all
Window,Show Ruler Context Menu,Ctrl+F10,Editing Text,org.eclipse.ui.edit.text.showRulerContextMenu
Window,Stop,"Ctrl+Alt+Shift+B, S",In Windows,org.springframework.ide.eclipse.boot.dash.boot.dash.StopAction
Edit,Delete,Delete,In Windows,org.eclipse.ui.edit.delete
Text Editing,Delete Previous Word,Ctrl+Backspace,Editing Text,org.eclipse.ui.edit.text.deletePreviousWord
Navigate,Open Type,Ctrl+Shift+T,Editing JavaScript Source,org.eclipse.wst.jsdt.ui.navigate.open.type
View,Zoom Out,Ctrl+-,In Windows,org.eclipse.gef.zoom_out
Spring Generic Text Editor,Toggle Comment,Ctrl+/,Editing Text,org.springframework.tooling.boot.ls.ToggleComment
Navigate,Next,Ctrl+.,In Windows,org.eclipse.ui.navigate.next
Terminal view commands,Copy,Ctrl+Shift+C,Terminal Control in Focus,org.eclipse.tm.terminal.copy
Navigate,Open Manifest,Ctrl+Alt+Shift+M,In Windows,org.eclipse.pde.ui.openManifest
Window,Activate Editor,F12,In Windows,org.eclipse.ui.window.activateEditor
Terminal view commands,Terminal view insert,Alt+P,Terminal Typing Connected,org.eclipse.tm.terminal.command1
Navigate,Open Attached Javadoc,Shift+F2,In Windows,org.eclipse.jdt.ui.edit.text.java.open.external.javadoc
Terminal view commands,Terminal view insert,Alt+C,Terminal Typing Connected,org.eclipse.tm.terminal.command1
Navigate,Go to Matching Bracket,Ctrl+Shift+P,Editing JavaScript Source,org.eclipse.wst.jsdt.ui.edit.text.java.goto.matching.bracket
Source,Toggle Comment,Ctrl+/,Editing Properties Files,org.eclipse.jdt.ui.edit.text.java.toggle.comment
Source,Remove Block Comment,Ctrl+Shift+\,Editing JavaScript Source,org.eclipse.wst.jsdt.ui.edit.text.java.remove.block.comment
Views,Show View (Search),"Alt+Shift+Q, S",In Windows,org.eclipse.ui.views.showView
File,Close,Ctrl+F4,In Windows,org.eclipse.ui.file.close
Navigate,Collapse All,Ctrl+Shift+Numpad_Divide,In Windows,org.eclipse.ui.navigate.collapseAll
Run/Debug,Inspect,Ctrl+Shift+I,In Dialogs and Windows,org.eclipse.jdt.debug.ui.commands.Inspect
Navigate,Open Call Hierarchy,Ctrl+Alt+H,In Windows,org.eclipse.jdt.ui.edit.text.java.open.call.hierarchy
Edit,Rename,Alt+Shift+R,Editing JSP Source,org.eclipse.jst.jsp.ui.refactor.rename
Run/Debug,Close Rendering,Ctrl+W,In Memory View,org.eclipse.debug.ui.commands.closeRendering
Edit,Toggle Comment,Ctrl+Shift+C,Editing in Structured Text Editors,org.eclipse.wst.sse.ui.toggle.comment
Git,Rename Branch...,F2,In Git Repositories View,org.eclipse.egit.ui.team.RenameBranch
Edit,Occurrences in File,Ctrl+Shift+A,Editing in Structured Text Editors,org.eclipse.wst.sse.ui.search.find.occurrences
Uncategorized,Copy Commit Id,Ctrl+C,In Git Reflog View,org.eclipse.egit.ui.internal.reflog.CopyCommand
Edit,Select Next Element,Alt+Shift+Right,Editing Java Source,org.eclipse.jdt.ui.edit.text.java.select.next
Navigate,Open Type in Hierarchy,Ctrl+Shift+H,JavaScript View,org.eclipse.wst.jsdt.ui.navigate.open.type.in.hierarchy
Edit,Redo,Ctrl+Y,In Dialogs and Windows,org.eclipse.ui.edit.redo
Source,Surround With Quick Menu,Alt+Shift+Z,In Windows,org.eclipse.jdt.ui.edit.text.java.surround.with.quickMenu
Search,Show Occurrences in File Quick Menu,Ctrl+Shift+U,In Windows,org.eclipse.jdt.ui.edit.text.java.search.occurrences.in.file.quickMenu
Refactor - Java,Show Refactor Quick Menu,Alt+Shift+T,In Windows,org.eclipse.jdt.ui.edit.text.java.refactor.quickMenu
Source,Toggle Comment,Ctrl+7,Editing Java Source,org.eclipse.jdt.ui.edit.text.java.toggle.comment
Source,Add Javadoc Comment,Alt+Shift+J,In Windows,org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment
Navigate,Show In...,Alt+Shift+W,In Windows,org.eclipse.ui.navigate.showInQuickMenu
Edit,Context Information,Ctrl+Shift+Space,In Dialogs and Windows,org.eclipse.ui.edit.text.contentAssist.contextInformation
Source,Format,Ctrl+Shift+F,Editing JavaScript Source,org.eclipse.wst.jsdt.ui.edit.text.java.format
Window,Quick Switch Editor,Ctrl+E,In Windows,org.eclipse.ui.window.openEditorDropDown
Edit,Quick Diff Toggle,Ctrl+Shift+Q,Editing Text,org.eclipse.quickdiff.toggle
Run/Debug,Execute,Ctrl+U,In Windows,org.eclipse.jdt.debug.ui.commands.Execute
Terminal view commands,Terminal view insert,Alt+B,Terminal Typing Connected,org.eclipse.tm.terminal.command1
Window,(Re)start,"Ctrl+Alt+Shift+B, R",In Windows,org.springframework.ide.eclipse.boot.dash.boot.dash.RestartAction
Text Editing,Insert Line Above Current Line,Ctrl+Shift+Enter,Editing Text,org.eclipse.ui.edit.text.smartEnterInverse
Edit,Incremental Find,Ctrl+J,Editing Text,org.eclipse.ui.edit.findIncremental
Refactor - Java,Rename - Refactoring ,Alt+Shift+R,In Windows,org.eclipse.jdt.ui.edit.text.java.rename.element
Run/Debug,Display,Ctrl+Shift+D,In Dialogs and Windows,org.eclipse.jdt.debug.ui.commands.Display
